"ENTREZID" "EVIDENCE" "ONTOLOGY" "SYMBOL" "TXCHROM" "GOID"
"251627" "11857" "ISO" "MF" "Arhgdib" "chr6" "GO:0003924"
"251638" "78600" "IDA" "BP" "Pde6h" "chr6" "GO:0000187"
"251647" "232441" "IEA" "MF" "Rerg" "chr6" "GO:0000166"
"251658" "19277" "IMP" "BP" "Ptpro" "chr6" "GO:0000902"
"251687" "13860" "IDA" "MF" "Eps8" "chr6" "GO:0003779"
"251722" "20901" "IDA" "BP" "Strap" "chr6" "GO:0000122"
"251742" "232449" "IEA" "MF" "Dera" "chr6" "GO:0003824"
"251752" "277898" "ND" "MF" "Slc15a5" "chr6" "GO:0003674"
"251762" "56615" "ISO" "MF" "Mgst1" "chr6" "GO:0004364"
"251787" "109593" "IEA" "BP" "Lmo3" "chr6" "GO:0006351"
"251791" "50540" "IPI" "MF" "Igbp1b" "chr6" "GO:0005515"
"251797" "70962" NA NA "4922502N22Rik" "chr6" NA
"251798" "632971" "ND" "MF" "Rergl" "chr6" "GO:0003674"
"251801" "18705" "IEA" "MF" "Pik3c2g" "chr6" "GO:0000166"
"251820" "114875" "IDA" "MF" "Plcz1" "chr6" "GO:0004435"
"251838" "12344" "IDA" "CC" "Capza3" "chr6" "GO:0001669"
"251849" "109135" "ISO" "CC" "Plekha5" "chr6" "GO:0005654"
"251858" "11569" "IMP" "BP" "Aebp2" "chr6" "GO:0000122"
"251874" "54611" "IDA" "BP" "Pde3a" "chr6" "GO:0001556"
"251898" "100093700" NA NA "Gm10400" "chr6" NA
"251899" "58807" "IEA" "MF" "Slco1c1" "chr6" "GO:0005215"
"251910" "28253" "IEA" "MF" "Slco1b2" "chr6" "GO:0005215"
"251925" "435927" NA NA "Gm5724" NA NA
"251926" "28250" "IEA" "MF" "Slco1a4" "chr6" "GO:0005215"
"251937" "28248" "IEA" "MF" "Slco1a1" "chr6" "GO:0005215"
"251949" "625716" NA NA "Gm6614" "chr6" NA
"251950" "28254" "IEA" "MF" "Slco1a6" "chr6" "GO:0005215"
"251963" "108096" "IEA" "MF" "Slco1a5" "chr6" "GO:0005215"
"251979" "15874" "IEA" "MF" "Iapp" "chr6" "GO:0005179"
"251989" "100862370" NA NA NA NA NA
"251990" "232491" "ND" "MF" "Pyroxd1" "chr6" "GO:0003674"
"251996" "19691" "IEA" "MF" "Recql" "chr6" "GO:0000166"
"252017" "66964" "ISO" "MF" "Golt1b" "chr6" "GO:0004871"
"252026" "319552" "IEA" "MF" "Spx" "chr6" "GO:0005179"
"252032" "232493" "IEA" "MF" "Gys2" "chr6" "GO:0003824"
"252047" "16832" "IEA" "MF" "Ldhb" "chr6" "GO:0003824"
"252069" "100862384" NA NA NA NA NA
"252070" "16523" "IEA" "MF" "Kcnj8" "chr6" "GO:0005242"
"252099" "20928" "IEA" "MF" "Abcc9" "chr6" "GO:0000166"
"252130" "321015" "ND" "MF" "5330439B14Rik" "chr6" "GO:0003674"
"252133" "100862392" NA NA NA NA NA
"252134" "12764" "ISO" "CC" "Cmas" "chr6" "GO:0005634"
"252142" "330440" "ND" "MF" "Sult6b2" "chr6" "GO:0003674"
"252145" "665037" NA NA "Gm7457" "chr6" NA
"252146" "20449" "IEA" "MF" "St8sia1" "chr6" "GO:0003828"
"252159" "74741" "ISO" "MF" "C2cd5" "chr6" "GO:0005509"
"252189" "75320" "IEA" "MF" "Etnk1" "chr6" "GO:0000166"
"252203" "52285" NA NA "D6Ertd474e" "chr6" NA
"252204" "73425" NA NA "1700060C16Rik" "chr6" NA
"252205" "20678" "IDA" "MF" "Sox5" "chr6" "GO:0000981"
"252232" "66760" NA NA "Sox5os3" "chr6" NA
"252233" "12035" "IEA" "MF" "Bcat1" "chr6" "GO:0003824"
"252252" "16970" "IEA" "BP" "Lrmp" "chr6" "GO:0002376"
"252265" "320662" "IDA" "CC" "Casc1" "chr6" "GO:0005881"
"252269" "67636" "ND" "MF" "Etfrf1" "chr6" "GO:0003674"
"252273" "16653" "IEA" "MF" "Kras" "chr6" "GO:0000166"
"252319" "100039495" "ND" "MF" "Gm15706" "chr6" "GO:0003674"
"252322" "381827" NA NA "1700073E17Rik" "chr6" NA
"252323" "74071" "ND" "MF" "Lmntd1" "chr6" "GO:0003674"
"252330" "22147" "ND" "MF" "Tuba3b" "chr6" "GO:0003674"
"252334" "71323" "IEA" "BP" "Rassf8" "chr6" "GO:0007165"
"252336" "79362" "TAS" "BP" "Bhlhe41" "chr6" "GO:0000122"
"252369" "16651" "IEA" "CC" "Sspn" "chr6" "GO:0005886"
"252379" "16439" "ISO" "BP" "Itpr2" "chr6" "GO:0001666"
"252414" "71177" "ND" "MF" "Ints13" "chr6" "GO:0003674"
"252424" "67529" "ISO" "CC" "Fgfr1op2" "chr6" "GO:0005737"
"252427" "67623" "ND" "MF" "Tm7sf3" "chr6" "GO:0003674"
"252433" "108098" "ISO" "CC" "Med21" "chr6" "GO:0000151"
"252448" "626175" NA NA "Gm6654" "chr6" NA
"252449" "74925" NA NA "4930479D17Rik" "chr6" NA
"252450" "232533" "IEA" "MF" "Stk38l" "chr6" "GO:0000166"
"252474" "272322" "ISO" "MF" "Arntl2" "chr6" "GO:0000982"
"252494" "69371" "ND" "MF" "Smco2" "chr6" "GO:0003674"
"252499" "67533" "ISO" "CC" "Ppfibp1" "chr6" "GO:0005925"
"252501" "73344" "ND" "MF" "1700034J05Rik" "chr6" "GO:0003674"
"252504" "66532" "ISO" "BP" "Rep15" "chr6" "GO:0001881"
"252512" "232536" "ISO" "MF" "Mrps35" "chr6" "GO:0003723"
"252519" "545893" "ND" "MF" "Mansc4" "chr6" "GO:0003674"
"252524" "232539" "IBA" "BP" "Klhl42" "chr6" "GO:0000209"
"252539" "100039641" NA NA "E330012B07Rik" "chr6" NA
"252540" "19227" "ISO" "BP" "Pthlh" "chr6" "GO:0001501"
"252577" "67015" "ISO" "CC" "Ccdc91" "chr6" "GO:0005654"
"252584" "100039727" NA NA "1700049E15Rik" "chr6" NA
"252585" "330450" "IDA" "CC" "Far2" "chr6" "GO:0005777"
"252596" "67456" "ND" "MF" "Ergic2" "chr6" "GO:0003674"
"252608" "320737" NA NA "4732416N19Rik" "chr6" NA
"252609" "387314" "ND" "MF" "Tmtc1" "chr6" "GO:0003674"
"252615" "66184" NA NA "Rps4l" "chr6" NA
"252616" "622319" NA NA "Gm6313" "chr6" NA
"252617" "320727" "IEA" "CC" "Ipo8" "chr6" "GO:0005634"
"252625" "232560" "IEA" "MF" "Caprin2" "chr6" "GO:0003723"
"252646" "56306" "ND" "MF" "Fam60a" "chr6" "GO:0003674"
"252652" "109163" NA NA "3010003L21Rik" NA NA
"252653" "320560" "IEA" "MF" "Dennd5b" "chr6" "GO:0005085"
"252659" "320204" "IEA" "CC" "Etfbkmt" "chr6" "GO:0005737"
"252673" "232566" "ND" "MF" "Amn1" "chr6" "GO:0003674"
"252676" "100038707" NA NA "Gm10388" NA NA
"252677" "67246" "ND" "MF" "2810474O19Rik" "chr6" "GO:0003674"
"252680" "12121" "ISO" "CC" "Bicd1" "chr6" "GO:0005794"
"252705" "73949" NA NA "Speer9-ps1" "chr7" NA
"252706" "245128" NA NA "AU018091" "chr7" NA
"252707" "100049710" "IDA" "BP" "Mir290a" "chr7" "GO:0007569"
"252711" "100303645" NA NA "D7Ertd143e" "chr7" NA
"252712" "100049715" NA NA "Mir291a" NA NA
"252713" "100049711" "IGI" "BP" "Mir292" NA "GO:0010468"
"252715" "100124471" NA NA "Mir291b" NA NA
"252716" "100049714" "IGI" "BP" "Mir293" NA "GO:0010468"
"252719" "100049712" "IDA" "MF" "Mir294" NA "GO:0003729"
"252724" "100049713" "IGI" "BP" "Mir295" NA "GO:0010468"
"252726" "378425" "IEA" "MF" "Nlrp12" "chr7" "GO:0000166"
"252747" "50918" "ISO" "CC" "Myadm" "chr7" "GO:0001726"
"252765" "18752" "IEA" "MF" "Prkcg" "chr7" "GO:0000166"
"252813" "81904" "IEA" "MF" "Cacng7" "chr7" "GO:0005244"
"252829" "81905" "IEA" "MF" "Cacng8" "chr7" "GO:0005244"
"252850" "54378" "IEA" "MF" "Cacng6" "chr7" "GO:0005244"
"252859" "245126" "ND" "MF" "Tarm1" "chr7" "GO:0003674"
"252864" "232790" "IEA" "CC" "Oscar" "chr7" "GO:0005886"
"252868" "66091" "ND" "MF" "Ndufa3" "chr7" "GO:0003674"
"252879" "69714" "ISO" "MF" "Tfpt" "chr7" "GO:0003677"
"252896" "68988" "ISA" "BP" "Prpf31" "chr7" "GO:0000244"
"252921" "232791" "IBA" "BP" "Cnot3" "chr7" "GO:0000288"
"252937" "100628594" NA NA "Mir3572" "chr7" NA
"252938" "69757" "ND" "MF" "Leng1" "chr7" "GO:0003674"
"252941" "353499" "ND" "MF" "Tmc4" "chr7" "GO:0003674"
"252948" "77582" "IEA" "BP" "Mboat7" "chr7" "GO:0006629"
"252959" "66078" "IBA" "MF" "Tsen34" "chr7" "GO:0000213"
"252968" "76846" "ISO" "MF" "Rps9" "chr7" "GO:0003723"
"252988" "100861805" NA NA NA NA NA
"252989" "18733" "IMP" "BP" "Pirb" "chr7" "GO:0001782"
"252998" "18722" "ND" "MF" "Pira1" "chr7" "GO:0003674"
"253001" "100041146" "ND" "MF" "Gm15448" NA "GO:0003674"
"253004" "18725" "ND" "MF" "Pira2" "chr7" "GO:0003674"
"253007" "675749" NA NA "Gm10693" NA NA
"253008" "100038909" "ND" "MF" "Gm14548" NA "GO:0003674"
"253011" "18726" "ND" "MF" "Lilra6" "chr7" "GO:0003674"
"253014" "52855" "ISO" "CC" "Lair1" "chr7" "GO:0005886"
"253018" "77323" NA NA "9430041J12Rik" "chr7" NA
"253019" "57776" "IEA" "MF" "Ttyh1" "chr7" "GO:0005254"
"253038" "100037396" "ND" "MF" "D030047H15Rik" "chr7" "GO:0003674"
"253041" "232798" "ND" "CC" "Leng8" "chr7" "GO:0005575"
"253043" "243813" "ND" "MF" "Leng9" "chr7" "GO:0003674"
"253046" "58804" "IBA" "MF" "Cdc42ep5" "chr7" "GO:0005096"
"253063" "232801" "ND" "MF" "Lilra5" "chr7" "GO:0003674"
"253066" "18729" "ND" "MF" "Pira6" "chr7" "GO:0003674"
"253069" "17086" "IEA" "CC" "Ncr1" "chr7" "GO:0005886"
"253074" "243816" "IDA" "MF" "Gp6" "chr7" "GO:0005518"
"253086" "108841" "IDA" "CC" "Rdh13" "chr7" "GO:0005739"
"253092" "67425" "ISA" "CC" "Eps8l1" "chr7" "GO:0001726"
"253108" "320749" NA NA "D630041G03Rik" "chr7" NA
"253109" "232807" "ND" "MF" "Ppp1r12c" "chr7" "GO:0003674"
"253114" "21955" "ISO" "BP" "Tnnt1" "chr7" "GO:0003009"
"253122" "21954" "IDA" "BP" "Tnni3" "chr7" "GO:0001570"
"253155" "436022" "ND" "MF" "Dnaaf3" "chr7" "GO:0003674"
"253163" "53420" "IDA" "MF" "Syt5" "chr7" "GO:0000149"
"253192" "545902" "IEA" "MF" "Ptprh" "chr7" "GO:0004721"
"253207" "68255" "ISO" "CC" "Tmem86b" "chr7" "GO:0005737"
"253214" "243819" "IEA" "CC" "Ppp6r1" "chr7" "GO:0005737"
"253218" "66245" "IBA" "MF" "Hspbp1" "chr7" "GO:0004857"
"253222" "381979" "ISO" "BP" "Brsk1" "chr7" "GO:0000086"
"253264" "330460" "ND" "MF" "Tmem150b" "chr7" "GO:0003674"
"253270" "232811" "IDA" "CC" "Kmt5c" "chr7" "GO:0000780"
"253287" "333182" "ND" "MF" "Cox6b2" "chr7" "GO:0003674"
"253292" "243822" "ND" "MF" "Fam71e2" "chr7" "GO:0003674"
"253295" "16156" "IDA" "MF" "Il11" "chr7" "GO:0005125"
"253311" "100503176" NA NA NA NA NA
"253312" "78052" "IDA" "CC" "Tmem190" "chr7" "GO:0002079"
"253318" "664968" "ND" "MF" "Tmem238" "chr7" "GO:0003674"
"253323" "19943" "ISO" "MF" "Rpl28" "chr7" "GO:0003723"
"253338" "77891" "IEA" "MF" "Ube2s" "chr7" "GO:0000166"
"253361" "232813" "ND" "MF" "Shisa7" "chr7" "GO:0003674"
"253367" "67441" "ND" "MF" "Isoc2b" "chr7" "GO:0003674"
"253374" "664994" "ND" "MF" "Isoc2a" "chr7" "GO:0003674"
"253381" "232816" "IEA" "MF" "Zfp628" "chr7" "GO:0003676"
"253388" "269854" "ND" "MF" "Nat14" "chr7" "GO:0003674"
"253399" "269855" "IDA" "MF" "Ssc5d" "chr7" "GO:0001968"
"253419" "381836" "IEA" "MF" "Sbk2" "chr7" "GO:0000166"
"253429" "381835" "IEA" "MF" "Sbk3" "chr7" "GO:0000166"
"253439" "68490" "IEA" "MF" "Zfp579" "chr7" "GO:0003676"
"253447" "23877" "IGI" "BP" "Fiz1" "chr7" "GO:0001934"
"253456" "66056" "IEA" "MF" "Zfp524" "chr7" "GO:0003676"
"253462" "319748" NA NA "Zfp865" "chr7" NA
"253463" "654801" "IMP" "BP" "Zfp784" "chr7" "GO:0002244"
"253470" "68992" "ISO" "BP" "Zfp580" "chr7" "GO:0001938"
"253484" "232821" "ND" "MF" "Ccdc106" "chr7" "GO:0003674"
"253488" "22185" "IBA" "CC" "U2af2" "chr7" "GO:0000243"
"253514" "13854" "IGI" "BP" "Epn1" "chr7" "GO:0001701"
"253534" "192658" "IPI" "MF" "Rfpl4" "chr7" "GO:0005515"
"253539" "100503864" NA NA NA NA NA
"253540" "19428" "IBA" "BP" "Rasl2-9" "chr7" "GO:0000054"
"253552" "384522" "ND" "MF" "Vmn1r55" "chr7" "GO:0003674"
"253555" "81015" "ND" "MF" "Vmn1r56" "chr7" "GO:0003674"
"253558" "665150" "ND" "MF" "Vmn1r57" "chr7" "GO:0003674"
"253561" "232827" "ISO" "CC" "Nlrp2" "chr7" "GO:0000784"
"253569" "272350" "ND" "MF" "Gm5065" "chr7" "GO:0003674"
"253573" "81014" "ND" "MF" "Vmn1r58" "chr7" "GO:0003674"
"253576" "404284" "ND" "MF" "Vmn1r59" "chr7" "GO:0003674"
"253579" "665255" "ND" "MF" "Vmn2r28" "chr7" "GO:0003674"
"253582" "636697" "ND" "MF" "Vmn1r60" "chr7" "GO:0003674"
"253585" "636731" "ND" "MF" "Vmn1r61" "chr7" "GO:0003674"
"253588" "81016" "ND" "MF" "Vmn1r62" "chr7" "GO:0003674"
"253594" "81017" "ND" "MF" "Vmn1r63" "chr7_GL456219_random" "GO:0003674"
"253600" "404285" "ND" "MF" "Vmn1r64" "chr7" "GO:0003674"
"253603" "81013" "ND" "MF" "Vmn1r65" "chr7" "GO:0003674"
"253606" "384525" NA NA "Gm5321" NA NA
"253607" "83564" "IEA" "MF" "Nlrp4c" "chr7" "GO:0000166"
"253613" "67109" "IEA" "MF" "Zfp787" "chr7" "GO:0003676"
"253620" "72667" "IBA" "MF" "Zfp444" "chr7" "GO:0000981"
"253622" "100503253" NA NA NA NA NA
"253623" "232836" "TAS" "MF" "Galp" "chr7" "GO:0005102"
"253631" "170734" "IBA" "MF" "Zscan5b" "chr7" "GO:0000981"
"253633" "627821" "ND" "MF" "Epp13" "chr7" "GO:0003674"
"253636" "384763" "IEA" "MF" "Zfp667" "chr7" "GO:0003676"
"253643" "213011" "IEA" "MF" "Zfp583" "chr7" "GO:0003676"
"253650" "330463" "ND" "MF" "Zfp78" "chr7" "GO:0003674"
"253653" "22690" "IEA" "MF" "Zfp28" "chr7" "GO:0003676"
"253661" "100042450" "ND" "MF" "Smim17" "chr7" "GO:0003674"
"253664" "257882" "IBA" "MF" "Olfr1344" "chr7" "GO:0004984"
"253672" "258917" "ISA" "MF" "Olfr1336" "chr7" "GO:0004984"
"253676" "258918" "ISA" "MF" "Olfr1346" "chr7" "GO:0004984"
"253680" "18349" "ISA" "MF" "Olfr5" "chr7" "GO:0004984"
"253684" "258383" "ISA" "MF" "Olfr1347" "chr7" "GO:0004984"
"253688" "258915" "ISA" "MF" "Olfr1348" "chr7" "GO:0004984"
"253692" "269862" "IBA" "MF" "Olfr1349" "chr7" "GO:0004984"
"253700" "258384" "IBA" "MF" "Olfr1350" "chr7" "GO:0004984"
"253707" "22776" "IBA" "MF" "Zim1" "chr7" "GO:0003700"
"253709" "18616" "IMP" "BP" "Peg3" "chr7" "GO:0000122"
"253720" "100169889" NA NA "Peg3os" "chr7" NA
"253721" "57775" "IEA" "BP" "Usp29" "chr7" "GO:0006508"
"253728" "100499513" "IDA" "BP" "Mir3099" "chr7" "GO:0071300"
"253729" "116811" "ND" "MF" "Zim3" "chr7" "GO:0003674"
"253732" "20871" "IEA" "MF" "Aurkc" "chr7" "GO:0000166"
"253767" "232853" "IBA" "MF" "Zfp954" "chr7" "GO:0003700"
"253770" "76373" NA NA "Zfp773" "chr7" NA
"253771" "232854" "IBA" "MF" "Zfp418" "chr7" "GO:0003700"
"253773" "232855" "IBA" "MF" "Zfp772" "chr7" "GO:0003700"
"253776" "76229" "ND" "MF" "Vmn2r29" "chr7" "GO:0003674"
"253779" "12727" "IEA" "MF" "Clcn4" "chr7" "GO:0000166"
"253795" "22306" NA NA "Vmn2r30" "chr7" NA
"253796" "100042591" "ND" "MF" "Vmn2r31" "chr7" "GO:0003674"
"253799" "22311" NA NA "Vmn2r32" "chr7" NA
"253800" "624512" "ND" "MF" "Vmn2r33" "chr7" "GO:0003674"
"253803" "100042636" "ND" "MF" "Vmn2r34" "chr7" "GO:0003674"
"253806" "625353" "ND" "MF" "Vmn2r35" "chr7" "GO:0003674"
"253809" "100042653" "ND" "MF" "Vmn2r36" "chr7" "GO:0003674"
"253812" "72716" NA NA "2810047C21Rik1" "chr7" NA
"253813" "100042848" "ND" "MF" "Vmn2r41" "chr7" "GO:0003674"
"253816" "22310" NA NA "Vmn2r42" "chr7" NA
"253817" "381838" "ND" "MF" "Vmn2r43" "chr7" "GO:0003674"
"253820" "434113" "ND" "MF" "Vmn2r44" "chr7" "GO:0003674"
"253823" "100042810" "ND" "MF" "Vmn2r45" "chr7" "GO:0003674"
"253826" "100042781" "ND" "MF" "Vmn2r40" "chr7" "GO:0003674"
"253829" "545909" "ND" "MF" "Vmn2r39" "chr7" "GO:0003674"
"253832" "434110" "ND" "MF" "Vmn2r38" "chr7" "GO:0003674"
"253835" "22305" NA NA "Vmn2r37" "chr7" NA
"253836" "100042688" NA NA "Gm10302" NA NA
"253837" "100042894" "ND" "MF" "Vmn2r46" "chr7" "GO:0003674"
"253840" "100042891" "ND" "MF" "Vmn2r47" "chr7" "GO:0003674"
"253843" "100861759" NA NA NA NA NA
"253844" "625580" "ND" "MF" "Vmn2r48" "chr7" "GO:0003674"
"253847" "625605" "ND" "MF" "Vmn2r49" "chr7" "GO:0003674"
"253850" "434117" "ND" "MF" "Vmn2r50" "chr7" "GO:0003674"
"253853" "100042921" "ND" "MF" "Vmn2r51" "chr7" "GO:0003674"
"253856" "384534" "ND" "MF" "Vmn2r52" "chr7" "GO:0003674"
"253859" "171264" "ISS" "MF" "Vmn1r66" "chr7" "GO:0005550"
"253864" "384752" "ND" "MF" "Nlrp4d" NA "GO:0003674"
"253867" "171263" "ISS" "MF" "Vmn1r67" "chr7" "GO:0005550"
"253872" "22775" "IEA" "MF" "Zik1" "chr7" "GO:0003676"
"253879" "628580" "ND" "MF" "Vmn1r68" "chr7" "GO:0003674"
"253882" "252904" "ND" "MF" "Vmn1r69" "chr7" "GO:0003674"
"253885" "171262" "ISS" "MF" "Vmn1r70" "chr7" "GO:0005550"
"253890" "210045" "IEA" "MF" "Nlrp4b" "chr7" "GO:0000166"
"253896" "252910" "ND" "MF" "Vmn1r71" "chr7" "GO:0003674"
"253899" "434555" NA NA "Zscan4a" "chr7" NA
"253900" "665780" "ND" "CC" "Zscan4b" "chr7" "GO:0005575"
"253902" "665798" NA NA "Gm7789" NA NA
"253903" "245109" "IDA" "CC" "Zscan4c" "chr7" "GO:0000781"
"253920" "545913" "IEA" "CC" "Zscan4d" "chr7" "GO:0000781"
"253929" "628737" NA NA "Gm6909" NA NA
"253930" "665848" "ND" "CC" "Zscan4e" NA "GO:0005575"
"253931" "665902" "IEA" "CC" "Zscan4f" "chr7" "GO:0000781"
"253940" "675782" NA NA NA NA NA
"253941" "252905" "ND" "MF" "Vmn1r72" "chr7" "GO:0003674"
"253944" "171237" "ISS" "MF" "Vmn1r73" "chr7" "GO:0005550"
"253949" "628898" NA NA "Gm6929" NA NA
"253950" "171240" "ISS" "MF" "Vmn1r74" "chr7" "GO:0005550"
"253955" "171241" "ISS" "MF" "Vmn1r75" "chr7" "GO:0005550"
"253960" "171239" "ISS" "MF" "Vmn1r76" "chr7" "GO:0005550"
"253965" "628946" "ND" "MF" "Vmn1r77" "chr7" "GO:0003674"
"253968" "171242" "ISS" "MF" "Vmn1r78" "chr7" "GO:0005550"
"253973" "100042437" "ND" "CC" "Vmn1r79" "chr7" "GO:0005575"
"253975" "171238" "ISS" "MF" "Vmn1r80" "chr7" "GO:0005550"
"253980" "100043092" NA NA "Gm4224" "chr7" NA
"253981" "171244" "ISS" "MF" "Vmn1r81" "chr7" "GO:0005550"
"253986" "171268" "ISS" "MF" "Vmn1r82" "chr7" "GO:0005550"
"253991" "171243" "ISS" "MF" "Vmn1r83" "chr7" "GO:0005550"
"253996" "171267" "ISS" "MF" "Vmn1r84" "chr7" "GO:0005550"
"254001" "619331" "IEA" "MF" "Zfp551" "chr7" "GO:0003676"
"254006" "67370" "IBA" "MF" "Zfp606" "chr7" "GO:0003700"
"254009" "73090" "ND" "MF" "2900092C05Rik" "chr7" "GO:0003674"
"254012" "637908" "ND" "MF" "Vmn2r53" "chr7" "GO:0003674"
"254015" "666085" "ND" "MF" "Vmn2r54" "chr7" "GO:0003674"
"254018" "100042499" "ND" "MF" "Vmn2r55" "chr7" "GO:0003674"
"254021" "629079" "ND" "MF" "Vmn2r56" "chr7" "GO:0003674"
"254024" "232875" "IBA" "MF" "Zscan18" "chr7" "GO:0000981"
"254026" "67230" "IEA" "MF" "Zfp329" "chr7" "GO:0003676"
"254033" "65020" "IBA" "MF" "Zfp110" "chr7" "GO:0000981"
"254052" "243833" "IDA" "BP" "Zfp128" "chr7" "GO:0000122"
"254061" "232878" NA NA "Zscan22" "chr7" NA
"254062" "20103" "ISO" "MF" "Rps5" "chr7" "GO:0003723"
"254075" "100502827" NA NA NA NA NA
"254076" "381845" "ND" "MF" "Rnf225" "chr7" "GO:0003674"
"254083" "243834" "ND" "MF" "Zfp324" "chr7" "GO:0003674"
"254086" "269870" "IBA" "MF" "Zfp446" "chr7" "GO:0000981"
"254089" "26459" "ISO" "BP" "Slc27a5" "chr7" "GO:0000038"
"254118" "232879" "ND" "MF" "Zbtb45" "chr7" "GO:0003674"
"254121" "21849" "IGI" "BP" "Trim28" "chr7" "GO:0000122"
"254184" "68953" "ISO" "CC" "Chmp2a" "chr7" "GO:0000815"
"254216" "22192" "IEA" "MF" "Ube2m" "chr7" "GO:0000166"
"254229" "109889" "ISO" "BP" "Mzf1" "chr7" "GO:0000122"
"254238" "252909" "ND" "MF" "Vmn1r85" "chr7" "GO:0003674"
"254241" "100312473" "ND" "MF" "Vmn1r86" "chr7" "GO:0003674"
"254244" "171261" "ISS" "MF" "Vmn1r87" "chr7" "GO:0005550"
"254249" "100312474" "ND" "MF" "Vmn1r88" "chr7" "GO:0003674"
"254252" "171260" "ISS" "MF" "Vmn1r89" "chr7" "GO:0005550"
"254257" "321008" "IGI" "BP" "6330408A02Rik" "chr7" "GO:0002244"
"254261" "16881" "IEA" "MF" "Lig1" "chr7" "GO:0000166"
"254285" "232889" "IDA" "CC" "Pla2g4c" "chr7" "GO:0005635"
"254290" "29865" "IEA" "MF" "Cabp5" "chr7" "GO:0005509"
"254294" "330470" "IEA" "CC" "Bsph1" "chr7" "GO:0005576"
"254300" "77684" "IEA" "CC" "Bsph2" "chr7" "GO:0005576"
"254304" "434264" "ISO" "MF" "Sult2a5" "chr7" "GO:0004027"
"254313" "100043194" "ND" "MF" "Sult2a2" "chr7" "GO:0003674"
"254322" "20859" "ISO" "MF" "Sult2a1" "chr7" "GO:0004027"
"254336" "434121" "ISO" "MF" "Sult2a4" "chr7" "GO:0004027"
"254345" "629203" "ISO" "MF" "Sult2a3" "chr7" "GO:0004027"
"254354" "629219" "ISO" "MF" "Sult2a6" "chr7" "GO:0004027"
"254363" "100502975" NA NA NA NA NA
"254364" "434123" "ND" "MF" "Obox8" NA "GO:0003674"
"254367" "76971" "ND" "MF" "Sult2a8" "chr7" "GO:0003674"
"254370" "638251" "ND" "MF" "Sult2a7" "chr7" "GO:0003674"
"254373" "100417675" NA NA "Nlrp5-ps" "chr7" NA
"254374" "627280" "ND" "MF" "Vmn1r90" "chr7" "GO:0003674"
"254377" "194588" "ND" "CC" "Obox7" "chr7" "GO:0005575"
"254379" "246792" "ND" "CC" "Obox2" "chr7" "GO:0005575"
"254381" "71468" "ND" "CC" "Obox1" "chr7" "GO:0005575"
"254383" "246791" "ND" "CC" "Obox3" "chr7" "GO:0005575"
"254385" "252829" "ND" "CC" "Obox5" "chr7" "GO:0005575"
"254387" "100862151" NA NA NA NA NA
"254388" "252830" "ND" "CC" "Obox6" "chr7" "GO:0005575"
"254390" "12951" "IDA" "MF" "Crx" "chr7" "GO:0000977"
"254415" "546024" "IBA" "MF" "Crxos" "chr7" "GO:0003682"
"254420" "20364" "TAS" "CC" "Selenow" "chr7" "GO:0005737"
"254424" "68077" "ISO" "BP" "Gltscr2" "chr7" "GO:0000027"
"254429" "100217441" "ND" "MF" "Snord23" "chr7" "GO:0003674"
"254432" "259300" "IEA" "MF" "Ehd2" "chr7" "GO:0000166"
"254462" "243842" "ND" "MF" "Gltscr1" "chr7" "GO:0003674"
"254465" "666528" "IDA" "CC" "Zfp541" "chr7" "GO:0000118"
"254480" "108124" "ISO" "MF" "Napa" "chr7" "GO:0000149"
"254503" "70394" "IEA" "MF" "Kptn" "chr7" "GO:0003779"
"254517" "110891" "IMP" "MF" "Slc8a2" "chr7" "GO:0005432"
"254547" "17537" "IDA" "MF" "Meis3" "chr7" "GO:0001077"
"254555" "71723" "IEA" "MF" "Dhx34" "chr7" "GO:0000166"
"254568" "319430" "IEA" "MF" "C5ar2" "chr7" "GO:0004871"
"254591" "12273" "ISO" "MF" "C5ar1" "chr7" "GO:0001856"
"254626" "66300" "ND" "MF" "Inafm1" "chr7" "GO:0003674"
"254629" "243846" "ISO" "MF" "Ccdc9" "chr7" "GO:0003723"
"254632" "170770" "ISS" "BP" "Bbc3" "chr7" "GO:0001836"
"254672" "56459" "ISO" "CC" "Sae1" "chr7" "GO:0005634"
"254684" "100503024" NA NA NA NA NA
"254685" "330474" "ISO" "MF" "Zc3h4" "chr7" "GO:0003723"
"254687" "69094" "ND" "MF" "Tmem160" "chr7" "GO:0003674"
"254692" "18142" "IDA" "BP" "Npas1" "chr7" "GO:0000122"
"254702" "232906" "ISO" "BP" "Arhgap35" "chr7" "GO:0000122"
"254751" "100038912" NA NA "Ceacam-ps1" "chr7" NA
"254752" "101434" "ND" "MF" "Ceacam15" "chr7" "GO:0003674"
"254755" "26368" "ND" "MF" "Ceacam9" "chr7" "GO:0003674"
"254758" "232910" "ND" "MF" "Ap2s1" "chr7" "GO:0003674"
"254772" "20514" "ISO" "CC" "Slc1a5" "chr7" "GO:0005886"
"254783" "100503076" NA NA NA NA NA
"254784" "243853" "IEA" "CC" "Fkrp" "chr7" "GO:0005576"
"254802" "97387" "ISO" "CC" "Strn4" "chr7" "GO:0000159"
"254814" "101540" "IEA" "MF" "Prkd2" "chr7" "GO:0000166"
"254865" "320950" "ND" "MF" "9330104G04Rik" NA "GO:0003674"
"254868" "629378" "IDA" "MF" "Dact3" "chr7" "GO:0005080"
